#acc	ensGene
Q8NGA8	ENSG00000176695
Q8IW52	ENSG00000179542
Q5MJ10	ENSG00000268988
Q5VSR9	ENSG00000203923
Q9H156	ENSG00000185985
O96002	
Q06787	ENSG00000102081
Q8N0W7	ENSG00000176988
P51816	ENSG00000155966
P22304	ENSG00000010404
Q8TE69	ENSG00000197620
A0A1B0GTS1	ENSG00000283463
A0A1B0GWH4	ENSG00000283697
P43362	ENSG00000267978, ENSG00000123584
Q9UBD0	ENSG00000171116, ENSG00000268738
Q8NFB2	ENSG00000269556
P43364	ENSG00000185247
Q9UBD0	ENSG00000171116, ENSG00000268738
P43362	ENSG00000267978, ENSG00000123584
P43361	ENSG00000156009
A0A1B0GTS1	ENSG00000283463
A0A1B0GWH4	ENSG00000283697
Q96DE9	ENSG00000197021
Q13495	ENSG00000013619
Q13496	ENSG00000171100
Q13613	ENSG00000063601
Q8TCZ2	ENSG00000102181
O15347	ENSG00000029993
Q13585	ENSG00000102195
Q3ZAQ7	ENSG00000160131
Q8IV76	ENSG00000166049
Q9BZD7	ENSG00000130032
Q969F0	ENSG00000147378
Q16280	ENSG00000183862
P43358	ENSG00000147381
P78334	ENSG00000102287
P43363	ENSG00000124260
P34903	ENSG00000011677
Q9UN88	ENSG00000268089
P43357	ENSG00000221867
P43356	ENSG00000183305, ENSG00000268606
Q6PB30	ENSG00000198930
P43365	ENSG00000213401
P43356	ENSG00000183305, ENSG00000268606
P43360	ENSG00000197172
P41208	ENSG00000147400
Q15738	ENSG00000147383
O15231	ENSG00000147394
Q96PV4	ENSG00000198883
Q9UL41	ENSG00000183837
P0CW24	ENSG00000235961
P43355	ENSG00000198681
Q9NSD4	ENSG00000063587
A6NM28	ENSG00000189420
Q9BQ50	ENSG00000183479
Q99871	ENSG00000213397
P21810	ENSG00000182492
Q16720	ENSG00000067842
Q8N1B3	ENSG00000262919
Q99956	ENSG00000130829
Q6P2M8	ENSG00000130822
P48029	ENSG00000130821
P51572	ENSG00000185825
P33897	ENSG00000101986
Q9ULL4	ENSG00000198753
Q9UPE1	ENSG00000184343
P51553	ENSG00000067829
P51571	ENSG00000180879
Q76G19	ENSG00000067840
P32004	ENSG00000198910
P30518	ENSG00000126895
P98171	ENSG00000089820
P41227	ENSG00000102030
P51606	ENSG00000102032
P51610	ENSG00000172534
Q14656	ENSG00000177854
P51617	ENSG00000184216
P51608	ENSG00000169057
P04000	ENSG00000102076
P04001	ENSG00000268221
P0DN77	ENSG00000166160
P0DN78	ENSG00000269433
P04001	ENSG00000268221
P0DN77	ENSG00000166160
P0DN78	ENSG00000269433
P04001	ENSG00000268221
P0DN77	ENSG00000166160
P0DN78	ENSG00000269433
O15482	ENSG00000278057
P51854	ENSG00000007350
P21333	ENSG00000196924
P50402	ENSG00000102119
P27635	ENSG00000147403
P49184	ENSG00000013563
Q16635	ENSG00000102125
Q15904	ENSG00000071553
P31150	ENSG00000203879
Q14320	ENSG00000071859
P51805	ENSG00000130827
Q14657	ENSG00000196976
P11441	ENSG00000102178
P09131	ENSG00000126903
P98173	ENSG00000071889
P11413	ENSG00000160211
Q9Y6K9	ENSG00000269335
P78358	ENSG00000184033, ENSG00000268651
P78358	ENSG00000184033, ENSG00000268651
O75638	ENSG00000126890
Q8WWW8	ENSG00000160219
O60832	ENSG00000130826
Q00013	ENSG00000130830
A6NGZ8	ENSG00000203870
P00451	ENSG00000185010
P0C5Y9	ENSG00000274183
P0C5Z0	ENSG00000277745, ENSG00000277858
P23610	ENSG00000277150, ENSG00000274791, ENSG00000277203
Q9BWH2	ENSG00000165775
P56277	ENSG00000182712
P56278	ENSG00000214827
P46736	ENSG00000185515
P61758	ENSG00000155959
Q96DA2	ENSG00000155961
O15247	ENSG00000155962
P0C5Y9	ENSG00000274183
P0C5Z0	ENSG00000277745, ENSG00000277858
P23610	ENSG00000277150, ENSG00000274791, ENSG00000277203
P23610	ENSG00000277150, ENSG00000274791, ENSG00000277203
P0C5Y9	ENSG00000274183
P0C5Z0	ENSG00000277745, ENSG00000277858
Q9NVH6	ENSG00000185973
O43610	ENSG00000168939
P51809	ENSG00000124333
Q01113	ENSG00000124334
Q05066	ENSG00000184895
P22090	ENSG00000129824
P08048	ENSG00000067646
Q8IUE0	ENSG00000176679
Q9BZA8	ENSG00000099715
A6NKD2	ENSG00000168757
P0CV98	ENSG00000228927
P0CW01	ENSG00000236424
Q99218	ENSG00000099721
Q9BQ87	ENSG00000092377
A6NKD2	ENSG00000168757
P0CV98	ENSG00000228927
P0CV99	ENSG00000233803
P0CW00	ENSG00000229549
P0CW01	ENSG00000236424
Q01534	ENSG00000258992
P0CV98	ENSG00000228927
P0CW00	ENSG00000229549
P0CW01	ENSG00000236424
A6NKD2	ENSG00000168757
P0CV98	ENSG00000228927
P0CV99	ENSG00000233803
P0CW00	ENSG00000229549
P0CW01	ENSG00000236424
Q01534	ENSG00000258992
P0CV98	ENSG00000228927
P0CW01	ENSG00000236424
Q01534	ENSG00000258992
P0CV98	ENSG00000228927
P0CV99	ENSG00000233803
P0CW01	ENSG00000236424
A6NKD2	ENSG00000168757
P0CV98	ENSG00000228927
P0CV99	ENSG00000233803
P0CW00	ENSG00000229549
P0CW01	ENSG00000236424
Q01534	ENSG00000258992
O00507	ENSG00000114374
O15523	ENSG00000067048
O14607	ENSG00000183878
O14604	ENSG00000154620
O14598	ENSG00000129864, ENSG00000129862
O14598	ENSG00000129864, ENSG00000129862
Q8NFZ3	ENSG00000165246
Q9Y6F7	ENSG00000129873, ENSG00000182415
Q9Y6F7	ENSG00000129873, ENSG00000182415
Q96LI6	ENSG00000169953, ENSG00000172468
Q96LI6	ENSG00000169953, ENSG00000172468
Q9BY66	ENSG00000012817
O14602	ENSG00000198692
P47813	ENSG00000173674
Q8TD47	ENSG00000280969
Q9H606	
A6NDE4	ENSG00000242875
A6NEQ0	ENSG00000242389
P0C7P1	ENSG00000244395
P0DJD3	ENSG00000234414
P0DJD4	
Q15415	ENSG00000169800, ENSG00000226941
A6NDE4	ENSG00000242875
A6NEQ0	ENSG00000242389
P0C7P1	ENSG00000244395
P0DJD3	ENSG00000234414
P0DJD4	
Q15415	ENSG00000169800, ENSG00000226941
O14603	ENSG00000169789, ENSG00000169807, ENSG00000169763
A6NDE4	ENSG00000242875
P0C7P1	ENSG00000244395
P0DJD3	ENSG00000234414
P0DJD4	
Q15415	ENSG00000169800, ENSG00000226941
A6NDE4	ENSG00000242875
P0C7P1	ENSG00000244395
P0DJD3	ENSG00000234414
P0DJD4	
Q15415	ENSG00000169800, ENSG00000226941
O14603	ENSG00000169789, ENSG00000169807, ENSG00000169763
O14599	ENSG00000183753, ENSG00000185894, ENSG00000183795
Q86SG3	ENSG00000205916
Q9NQZ3	ENSG00000188120
Q13117	ENSG00000205944
Q9NR90	ENSG00000187191
Q9Y6F8	ENSG00000172352, ENSG00000172288
O14599	ENSG00000183753, ENSG00000185894, ENSG00000183795
Q13117	ENSG00000205944
Q9NR90	ENSG00000187191
O14599	ENSG00000183753, ENSG00000185894, ENSG00000183795
Q9Y6F8	ENSG00000172352, ENSG00000172288
Q3ZCM7	ENSG00000261456
Q15326	ENSG00000015171
Q9Y2E4	ENSG00000151240
Q8N8Z3	
Q92615	ENSG00000107929
Q9BZE4	ENSG00000107937
Q9BXS1	ENSG00000148377
Q13907	ENSG00000067064
Q9Y2I8	ENSG00000047056
Q9NS39	ENSG00000185736
Q01813	ENSG00000067057
Q5JRX3	ENSG00000107959
Q99612	ENSG00000067082
Q96JD6	ENSG00000165568
Q04828	ENSG00000187134
P52895	ENSG00000151632
P42330	ENSG00000196139
P17516	ENSG00000198610
Q969E3	ENSG00000178473
A6NHL2	ENSG00000178462
Q7Z628	ENSG00000173848
Q9NZT1	ENSG00000178372
P27482	ENSG00000178363
Q8WXK3	ENSG00000196372
Q5VWN6	ENSG00000108021
P50395	ENSG00000057608
Q6P6B7	ENSG00000134461
Q8NFZ0	ENSG00000134452
Q13261	ENSG00000134470
P01589	ENSG00000134460
Q96I25	ENSG00000134453
Q16875	ENSG00000170525
Q04759	ENSG00000065675
Q5VUG0	ENSG00000198879
Q86UX2	ENSG00000123243
P19823	ENSG00000151655
O60870	ENSG00000151657
P36542	ENSG00000165629
Q5VWG9	ENSG00000165632
P23771	ENSG00000107485
O95319	ENSG00000048740
Q92738	ENSG00000148429
Q96DC8	ENSG00000134463
Q86WR7	ENSG00000148426
Q9HAU5	ENSG00000151461
Q96HY7	ENSG00000181192
Q9H9S3	ENSG00000065665
Q9UKK9	ENSG00000165609
O75794	ENSG00000151465
Q8IU85	ENSG00000183049
Q9BQI4	ENSG00000151468
Q96CV9	ENSG00000123240
Q7L590	ENSG00000065328
Q8WVF2	ENSG00000165623
O14832	ENSG00000107537
P49903	ENSG00000086475
Q8N7W2	ENSG00000165626
Q99633	ENSG00000165630
Q9P2Q2	ENSG00000151474
Q9H098	ENSG00000065809
Q49AH0	ENSG00000185267
Q0VDF9	ENSG00000187522
Q9H5I1	ENSG00000152455
Q96SD1	ENSG00000152457
Q5JSS6	ENSG00000197889
Q9NV23	ENSG00000152463
Q8N6N7	ENSG00000176244
Q8N326	
P78345	ENSG00000152464
O60551	ENSG00000152465
Q5VUB5	ENSG00000148468
P53708	ENSG00000077943
Q9H8M7	ENSG00000148481
Q96BW5	ENSG00000165983
Q5VWW1	ENSG00000165985
Q15404	ENSG00000148484
O60494	ENSG00000107611
O14717	ENSG00000107614
P08670	ENSG00000026025
P61647	ENSG00000148488
B0YJ81	ENSG00000165996
Q92783	ENSG00000136738
Q5W0B7	ENSG00000148483
P22897	ENSG00000260314
Q504Y0	ENSG00000148482
Q08289	ENSG00000165995
Q8TEA1	ENSG00000241058
Q96KC2	ENSG00000165997
Q5VYJ5	ENSG00000204740
Q6UX71	ENSG00000120594
O76041	ENSG00000078114
Q5VZT2	ENSG00000204683
Q5T4H9	
Q1XH10	ENSG00000180592
P55197	ENSG00000078403
Q96KC8	ENSG00000136770
P0CF75	ENSG00000223601
Q9UBI1	ENSG00000148444
P35226	ENSG00000168283
O75602	ENSG00000077327
P48426	ENSG00000150867
Q5W041	ENSG00000165309
Q9Y3D2	ENSG00000148450
Q7RTS3	ENSG00000168267
Q8IYJ2	ENSG00000179133
Q5VV17	ENSG00000165312
Q5T5P2	ENSG00000120549
Q5T5U3	ENSG00000107863
Q9NRG1	ENSG00000099256
Q8TC29	ENSG00000151023
Q8IYQ7	ENSG00000185875
Q5T848	ENSG00000151025
Q8NEV4	ENSG00000095777
Q05329	ENSG00000136750
Q7Z5R6	ENSG00000077420
Q5T2R2	ENSG00000148459
Q8IZP0	ENSG00000136754
Q9UPS8	ENSG00000107890
Q96TA2	ENSG00000136758
Q96GX5	ENSG00000120539
Q5T8D3	ENSG00000107897
Q3KNS1	ENSG00000182077, ENSG00000276595
Q9NP72	ENSG00000099246
Q8IYA7	ENSG00000150051
Q5T2S8	ENSG00000169126
Q5T2T1	ENSG00000150054
Q9BTA9	ENSG00000095787
Q13145	ENSG00000095739
Q8N4M7	
Q6UWQ5	ENSG00000120563
O95425	ENSG00000197321
Q9P266	ENSG00000165757
Q9NVV4	ENSG00000107951
P41279	ENSG00000107968
Q7Z4W2	ENSG00000151033
Q7Z4V0	ENSG00000183621
P37275	ENSG00000148516
Q8IWW6	ENSG00000165322
P33176	ENSG00000170759
Q9H2F5	ENSG00000120616
Q96M83	ENSG00000216937
Q96M83	ENSG00000216937
P05556	ENSG00000150093
O14786	ENSG00000099250
Q8TEW0	ENSG00000148498
Q13617	ENSG00000108094
Q03060	ENSG00000095794
Q8ND76	ENSG00000108100
Q96KN9	ENSG00000177291
Q9H461	ENSG00000177283
Q9BXX3	ENSG00000148513
Q8NDW4	ENSG00000198105
P17030	ENSG00000175395
Q06730	ENSG00000189180
P17032	ENSG00000075407
Q06732	ENSG00000196693
Q14692	ENSG00000165733
P07949	ENSG00000165731
Q8N6G5	ENSG00000169826
Q8N9B8	ENSG00000198915
P59646	ENSG00000150201
P52597	ENSG00000169813
B1APH4	ENSG00000243660
Q16600	ENSG00000196793
Q8NCK3	ENSG00000198298
P17041	ENSG00000169740
B7Z368	ENSG00000277288
P48061	ENSG00000107562
A0PK05	ENSG00000187783
Q9H2L5	ENSG00000107551
Q9NTK1	ENSG00000165507
Q5T742	
P17026	ENSG00000165512
Q8NGR1	ENSG00000277495, ENSG00000256574
P09917	ENSG00000012779, ENSG00000275565
Q5T0T0	ENSG00000165406, ENSG00000278545
Q86XD8	ENSG00000172671
Q9Y4E1	ENSG00000172661
Q5SRD0	
A8MYX2	
Q8TF27	
Q5VUJ5	
Q96P64	ENSG00000188234
O14925	ENSG00000265354
Q13772	ENSG00000266412
P08118	ENSG00000263639
A6NF34	ENSG00000274209
Q8TF27	
P13928	ENSG00000265190
Q5VT79	ENSG00000264230
P0DQD5	ENSG00000288157, ENSG00000264717
P50391	ENSG00000204174
O60269	ENSG00000204175
Q9BQS2	ENSG00000204176
Q4JDL3	ENSG00000204179
P55107	ENSG00000266524
Q9UK05	ENSG00000263761
P10745	ENSG00000265203
Q96MN9	ENSG00000265763
P13928	ENSG00000265190
Q5VT79	ENSG00000264230
B3EWG3	ENSG00000188100
B3EWG5	ENSG00000276430, ENSG00000288481
B3EWG6	ENSG00000189090
Q8TF27	
Q5VTM2	ENSG00000204172
Q9BQS2	ENSG00000204176
B3EWG3	ENSG00000188100
B3EWG5	ENSG00000276430, ENSG00000288481
B3EWG6	ENSG00000189090
Q6IN97	
Q68DX3	ENSG00000170324
P45983	ENSG00000107643
Q7Z5H3	ENSG00000128805
Q6ZS81	ENSG00000128815
Q8N456	ENSG00000165383
Q8IW00	ENSG00000165633
A6NMN3	ENSG00000172538
Q5T292	ENSG00000204161
Q711Q0	ENSG00000177354
A6NNA5	ENSG00000165606
Q03468	ENSG00000225830
Q8N328	
P0DP91	ENSG00000225830
Q16572	ENSG00000187714
P28329	ENSG00000070748
Q8N6V4	ENSG00000178645
Q9ULD0	ENSG00000197444
Q86W56	ENSG00000227345
Q5SRD1	
Q5VUJ5	
Q5VW22	ENSG00000204149
Q8TF27	
Q641Q2	ENSG00000099290
P0C7U1	ENSG00000204147
Q9NR71	ENSG00000188611
Q86VZ5	ENSG00000198964
P0C7U1	ENSG00000204147
Q9NQ94	ENSG00000148584
Q13976	ENSG00000185532
Q9H0L4	ENSG00000177613
O94907	ENSG00000107984
P11226	ENSG00000165471
Q96QU1	ENSG00000150275
O95229	ENSG00000122952
Q8NFU5	ENSG00000151151
Q9NZ45	ENSG00000122873
P51668	ENSG00000072401
Q00059	ENSG00000108064
Q9H694	ENSG00000122870
Q96FC7	ENSG00000165443
Q8NE31	ENSG00000148541
Q7RTY1	ENSG00000165449
Q16204	ENSG00000108091
Q12955	ENSG00000151150
P06493	ENSG00000170312
O94844	ENSG00000072422
Q6ZUK4	ENSG00000196932
Q8IVU9	ENSG00000183346
Q14865	ENSG00000150347
Q8IZC4	ENSG00000182010
Q70YC5	ENSG00000138311
Q70YC4	ENSG00000138311
Q96SZ5	ENSG00000181915
P11161	ENSG00000122877
Q96F24	ENSG00000148572
Q15652	ENSG00000171988
Q6NUK4	ENSG00000165476
Q9UI47	ENSG00000183230
Q86VH5	ENSG00000198739
Q9UKB3	ENSG00000108176
Q96EB6	ENSG00000096717
Q5GLZ8	ENSG00000148634
Q86TC9	ENSG00000138347
Q8N100	ENSG00000179774
P30039	ENSG00000108187
P31942	ENSG00000096746
Q8WXA3	ENSG00000204130
P51530	ENSG00000138346
P16260	ENSG00000122912
Q8NFU7	ENSG00000138336
Q8IX12	ENSG00000060339
Q6ZVD7	ENSG00000165730
Q9BQ39	ENSG00000107625
Q9NR30	ENSG00000165732
Q96EK5	ENSG00000198954
P10124	ENSG00000122862
O75436	ENSG00000122958
Q8IYB8	ENSG00000156502
Q2TB90	ENSG00000156510
P19367	ENSG00000156515
P21452	ENSG00000075073
O95858	ENSG00000099282
Q9Y4Z2	ENSG00000122859
Q96D05	ENSG00000171224
Q5TAT6	ENSG00000197467
Q9P0M6	ENSG00000099284
Q9BRQ8	ENSG00000042286
Q2T9J0	ENSG00000156521
Q9NR31	ENSG00000079332
Q15181	ENSG00000180817
Q9GZQ6	ENSG00000148734
Q8TCA0	ENSG00000172731
Q13542	ENSG00000148730
Q96S42	ENSG00000156574
Q9ULE6	ENSG00000107719
P14222	ENSG00000180644
Q8WXS8	ENSG00000138316
Q96M53	ENSG00000166220
O95470	ENSG00000166224
P61457	ENSG00000166228
Q8IZJ1	ENSG00000107731
Q9BZD2	ENSG00000198246
Q9H251	ENSG00000107736
Q8TEF2	ENSG00000214688
Q9H7M9	ENSG00000107738
P07602	ENSG00000197746
Q7LGC8	ENSG00000122863
Q92563	ENSG00000107742
Q8N9N2	ENSG00000138303
Q96DE5	ENSG00000166295
Q9NX09	ENSG00000168209
Q9NXW2	ENSG00000148719
Q9BPX6	ENSG00000107745
Q8NE86	ENSG00000156026
Q8WWZ8	ENSG00000138315
Q9BX93	ENSG00000138308
P13674	ENSG00000122884
Q86X67	ENSG00000166321
O95905	ENSG00000122882
Q96BN6	ENSG00000138286
Q8WXX5	ENSG00000213551
A6NH13	
Q9Y3D3	ENSG00000182180
Q5T0N1	ENSG00000156042
P20073	ENSG00000138279
Q4VC12	ENSG00000166343
P16298	ENSG00000107758
Q70EL1	ENSG00000166348
Q9NP98	ENSG00000177791
Q9H987	ENSG00000166317
Q8TF27	
A6NIR3	ENSG00000172650
Q5VUJ5	
P53992	ENSG00000176986
Q495W5	ENSG00000196968
Q96BP2	ENSG00000172586
A7E2V4	ENSG00000214655
P52849	ENSG00000166507
Q13555	ENSG00000148660
P00749	ENSG00000122861
Q5SWW7	ENSG00000222047
P18206	ENSG00000035403
Q9Y2T2	ENSG00000185009
P55263	ENSG00000156110
Q8WYB5	ENSG00000156650, ENSG00000281813
Q68J44	ENSG00000188716, ENSG00000281660
Q9UII6	ENSG00000079393
Q6B8I1	ENSG00000079393
Q96LT4	ENSG00000156671
P45880	ENSG00000165637
Q86VU5	ENSG00000165644
Q96F45	ENSG00000165655
Q9H2I8	ENSG00000148655
Q12791	ENSG00000156113
Q8TDM6	ENSG00000274429, ENSG00000151208
O14802	ENSG00000148606
P62847	ENSG00000138326
Q9ULJ6	ENSG00000108175
P30405	ENSG00000108179
Q8N2G6	ENSG00000165424
Q6IS14	ENSG00000253626
Q8IWL1	ENSG00000185303
Q8IWL2	ENSG00000122852
A6NNL0	ENSG00000188199
B1AL46	ENSG00000228570
P35247	ENSG00000133661
Q8TBM7	ENSG00000133678
Q5JTB6	ENSG00000189129
P50995	ENSG00000122359
Q00266	ENSG00000151224
Q8WWB3	ENSG00000170788
Q96IM9	ENSG00000133665
Q9BRX8	ENSG00000122378
Q8NG11	ENSG00000108219
Q5SQS7	ENSG00000178217
P56975	ENSG00000185737
Q9H3K2	ENSG00000165678
Q6UWK7	ENSG00000188373
Q96JP9	ENSG00000148600
A6NDA9	ENSG00000204033
Q9P2V4	ENSG00000148602
P47804	ENSG00000148604
Q9H7U1	ENSG00000107771
Q9ULK0	ENSG00000182771
Q7Z5K2	ENSG00000062650
Q9UHM6	ENSG00000122375
O75112	ENSG00000122367
P36894	ENSG00000107779
Q9H8L6	ENSG00000173269
O76070	ENSG00000173267
Q15847	ENSG00000148671
B3EWG3	ENSG00000188100
B3EWG5	ENSG00000276430, ENSG00000288481
B3EWG6	ENSG00000189090
P00367	ENSG00000148672
Q86V20	ENSG00000122376
Q8IVF1	ENSG00000184923
Q5VT03	ENSG00000214562
Q8IVF1	ENSG00000184923
Q5VT03	ENSG00000214562
Q9UNW1	ENSG00000107789
O95340	ENSG00000198682
Q8NBU5	ENSG00000138138, ENSG00000283024
B2CW77	ENSG00000227268, ENSG00000283059
P60484	ENSG00000171862
Q5VYX0	ENSG00000184719
Q5W064	ENSG00000204022
P07098	ENSG00000182333
Q5VXJ0	ENSG00000204021
Q5VXI9	ENSG00000204020
Q5VYY2	ENSG00000173239
Q5VYY1	ENSG00000152766
Q96FJ0	ENSG00000138134
P62736	ENSG00000107796
P63267	ENSG00000163017
P25445	ENSG00000026103
O95992	ENSG00000138135
P38571	ENSG00000107798
P09913	ENSG00000119922
O14879	ENSG00000119917
Q5T764	ENSG00000204010
P09914	ENSG00000185745
Q13325	ENSG00000152778
Q6ZSM3	ENSG00000152779
Q8TE04	ENSG00000152782
Q96Q89	ENSG00000138182
P34969	ENSG00000148680
P78346	ENSG00000148688
Q15327	ENSG00000148677
Q86SE9	ENSG00000180628
Q5U5R9	ENSG00000165338
Q9UQK1	ENSG00000119938
Q9H2K2	ENSG00000107854
Q8TAT2	ENSG00000174721
O14981	ENSG00000095564
Q8NE35	ENSG00000107864
Q9NX47	ENSG00000198060
P14735	ENSG00000119912
P52732	ENSG00000138160
Q03014	ENSG00000152804
Q8TAG9	ENSG00000138190
Q6V0L0	ENSG00000187553
O43174	ENSG00000095596
Q9NZM1	ENSG00000138119
Q53EZ4	ENSG00000138180
Q5NUL3	ENSG00000186188
P02753	ENSG00000138207
P51160	ENSG00000095464
Q70Z53	ENSG00000148690
O95970	ENSG00000108231
Q2M3R5	ENSG00000176273
Q9P212	ENSG00000138193
Q8WTT2	ENSG00000173145
O60347	ENSG00000108239
Q9NRZ9	ENSG00000119969
P33260	ENSG00000108242
P33261	ENSG00000165841
P11712	ENSG00000138109
P10632	ENSG00000138115
Q6P461	ENSG00000173124
O00151	ENSG00000107438
Q9BX66	ENSG00000095637
P54886	ENSG00000059573
Q6NUS6	ENSG00000119977
P49961	ENSG00000138185
Q6DHV5	ENSG00000188649
Q6DHV5	ENSG00000188649
Q6DHV5	ENSG00000188649
Q6DHV5	ENSG00000188649
Q6DHV5	ENSG00000188649
Q5T5M9	ENSG00000107443
Q6AHZ1	ENSG00000177853
Q8WV28	ENSG00000095585
P04053	ENSG00000107447
Q96PE5	ENSG00000197430
Q9Y6L7	ENSG00000095587
Q9HD45	ENSG00000077147
Q6ZUJ8	ENSG00000155629
Q96JN0	ENSG00000196233
O75093	ENSG00000187122
Q14CB8	ENSG00000213390
Q92837	ENSG00000165879
O75474	ENSG00000181274
Q5JTH9	ENSG00000052749
P18669	ENSG00000171314
Q9Y3B2	ENSG00000171311
Q969W1	ENSG00000171307
Q96T76	ENSG00000155229
Q9HAC8	ENSG00000165886
Q9GZV1	ENSG00000165887
Q86XE5	ENSG00000241935
Q5T681	ENSG00000203942
Q8NDC4	ENSG00000171160
Q9BTU6	ENSG00000155252
Q5T686	ENSG00000119986
Q9BSK0	ENSG00000155254
Q5T4F4	ENSG00000155256
Q5T4F7	ENSG00000120057
Q2TAP0	ENSG00000155265
Q9NQ79	ENSG00000095713
Q7Z5L2	ENSG00000166024
Q96JB6	ENSG00000138131
Q8N2H3	ENSG00000119943
Q92902	ENSG00000107521
Q8WWQ2	ENSG00000172987
Q9NRU3	ENSG00000119946
P17174	ENSG00000120053
Q8TAU0	ENSG00000119919
Q96A46	ENSG00000155287
Q9NQZ7	ENSG00000198018
Q7KZN9	ENSG00000014919
Q9NTM9	ENSG00000119929
Q92887	ENSG00000023839
Q6XZF7	ENSG00000107554
P15169	ENSG00000120054
O75477	ENSG00000107566
O15111	ENSG00000213341
Q69YN2	ENSG00000095485
Q6QNY1	ENSG00000196072
Q9P0L9	ENSG00000107593
O00767	ENSG00000099194
Q9H354	
Q93098	ENSG00000075290
Q9NQW1	ENSG00000075826
O95169	ENSG00000166136
Q9NWT6	ENSG00000166135
Q02962	ENSG00000075891
Q8IX21	ENSG00000119906
Q9NTN9	ENSG00000095539
Q8N983	ENSG00000055950
Q96RR1	ENSG00000107815
Q9BRK4	ENSG00000107816
Q9H5P4	ENSG00000186862
Q9BWM7	ENSG00000107819
Q96I82	ENSG00000107821
P0CAT3	
P31314	ENSG00000107807
P52954	ENSG00000138136
Q9Y297	ENSG00000166167
Q9UGP5	ENSG00000166169
Q9BVM2	ENSG00000166171
P57775	ENSG00000107829
P55075	ENSG00000107831
O75607	ENSG00000107833
O60502	ENSG00000198408
Q9NS61	ENSG00000120049
Q5T2E6	ENSG00000120029
Q86YV9	ENSG00000166189
Q86U70	ENSG00000198728
Q5VV67	ENSG00000148840
Q14978	ENSG00000166197
Q9HB03	ENSG00000119915
O75364	ENSG00000107859
Q92538	ENSG00000107862
Q00653	ENSG00000077150
A5PKW4	ENSG00000059915
Q9H469	ENSG00000107872
Q9H467	ENSG00000107874
Q9H7T3	
Q14CX5	ENSG00000138111
P61163	ENSG00000138107
Q9UMX1	ENSG00000107882
Q9BZR9	ENSG00000171206
P36405	ENSG00000138175
Q96NB2	ENSG00000156398
Q9NX94	ENSG00000166272
P05093	ENSG00000148795
Q96B45	ENSG00000166275
Q9HBK9	ENSG00000214435
Q9H8M5	ENSG00000148842
P49902	ENSG00000076685
Q2QD12	ENSG00000235376
Q16352	ENSG00000148798
Q9BYE7	ENSG00000156374
Q15542	ENSG00000148835
Q96IX5	ENSG00000173915
Q14690	ENSG00000148843
Q9HA72	ENSG00000138172
Q8IU99	ENSG00000185933
Q86XJ0	ENSG00000183128
O76050	ENSG00000107954
Q5TCZ1	ENSG00000107957
Q9H668	ENSG00000107960
Q9H2G2	ENSG00000065613
Q9UMD9	ENSG00000065618
Q86XK3	ENSG00000156384
Q8NDM7	ENSG00000197748
P78417	ENSG00000148834
Q9H4Y5	ENSG00000065621
Q8IWB1	ENSG00000148841
Q5T655	ENSG00000120051
Q9UPU3	ENSG00000156395
Q8WY21	ENSG00000108018
Q9NQW7	ENSG00000108039
Q9UEY8	ENSG00000148700
P50539	ENSG00000119950
O75940	ENSG00000119953
Q16690	ENSG00000138166
Q9UQE7	ENSG00000108055
Q5T481	ENSG00000203867
Q53EL6	ENSG00000150593
A8MTZ0	ENSG00000214413
Q9UQ13	ENSG00000108061
P08913	ENSG00000150594
Q9HCL2	ENSG00000119927
Q96PL2	ENSG00000119913
Q9ULC5	ENSG00000197142
Q9H6R6	ENSG00000023041
Q96AJ9	ENSG00000151532
Q9NQB0	ENSG00000148737
Q14520	ENSG00000148702
Q86VF7	ENSG00000197893
P55210	ENSG00000165806
Q5SXH7	ENSG00000148735
Q6PJP8	ENSG00000198924
Q8NBF2	ENSG00000196865
P08588	ENSG00000043591
Q7Z3E2	ENSG00000165813
Q9BXT4	ENSG00000095627
Q5GFL6	ENSG00000165816
Q8N4X5	ENSG00000169129
O14639	ENSG00000099204
Q5W0V3	ENSG00000151553
Q8WWH5	ENSG00000165832
Q5VV63	ENSG00000107518
P56159	ENSG00000151892
P0C7W6	ENSG00000182645
Q17RR3	ENSG00000203837
P16233	ENSG00000175535
P54315	ENSG00000187021
P54317	ENSG00000266200
Q8WW14	ENSG00000165863
O43301	ENSG00000165868
A6NNW6	ENSG00000188316
A0MZ66	ENSG00000187164
Q5SQQ9	ENSG00000148704
Q7Z418	ENSG00000186795
Q05940	ENSG00000165646
Q8NEN9	ENSG00000165650
Q04743	ENSG00000170370
Q7L804	ENSG00000107560
Q9H8W3	ENSG00000165669
P49683	ENSG00000119973
Q86Y37	ENSG00000151893
Q8WY41	ENSG00000188613
Q14152	ENSG00000107581
Q6NSW5	
Q8TCE6	ENSG00000119979
Q6P4A7	ENSG00000183605
P30048	ENSG00000165672
P34947	ENSG00000198873
O43665	ENSG00000148908
Q01085	ENSG00000151923
O95817	ENSG00000151929
Q9Y2H2	ENSG00000198825
Q9BTE3	ENSG00000197771
Q9Y6Y8	ENSG00000107651
Q5VZY2	ENSG00000203805
Q9BZH6	ENSG00000120008
P21802	ENSG00000066468
O95260	ENSG00000107669
Q9NXX6	ENSG00000107672
O95359	ENSG00000138162
Q32M84	ENSG00000138152
Q9HB21	ENSG00000107679
P0C7Q2	ENSG00000254636
Q92743	ENSG00000166033
